,states,year,quarter,brand,user_counts,percentage
326,andhra-pradesh,2021,1,Apple,421002,0.022925730841327003
327,andhra-pradesh,2021,1,OnePlus,355922,0.019381789094842002
328,andhra-pradesh,2021,1,Lenovo,277980,0.015137445093543
329,andhra-pradesh,2021,1,Others,1267571,0.06902578032473
330,andhra-pradesh,2021,2,Xiaomi,4937684,0.251654243267576
331,andhra-pradesh,2021,2,Samsung,3798250,0.193581794519671
332,andhra-pradesh,2021,2,Vivo,3572140,0.18205786124544202
333,andhra-pradesh,2021,2,Oppo,2173037,0.110751109594588
334,andhra-pradesh,2021,2,Realme,1817804,0.092646287212541
335,andhra-pradesh,2021,2,Motorola,503072,0.025639592057552
336,andhra-pradesh,2021,2,Apple,450689,0.022969837527881003
337,andhra-pradesh,2021,2,Huawei,440324,0.022441574432983002
338,andhra-pradesh,2021,2,OnePlus,394851,0.020123995299910002
339,andhra-pradesh,2021,2,Lenovo,261201,0.013312382889576
340,andhra-pradesh,2021,2,Others,1271853,0.06482132195227401
341,andhra-pradesh,2021,3,Xiaomi,5256707,0.24960742924775803
342,andhra-pradesh,2021,3,Vivo,3981492,0.18905561650868302
343,andhra-pradesh,2021,3,Samsung,3911188,0.1857173287354
344,andhra-pradesh,2021,3,Oppo,2382363,0.113123197462779
345,andhra-pradesh,2021,3,Realme,2134616,0.10135927533932
346,andhra-pradesh,2021,3,Motorola,486971,0.023123141432118
347,andhra-pradesh,2021,3,Apple,480993,0.022839284406790002
348,andhra-pradesh,2021,3,OnePlus,459011,0.021795499674309
349,andhra-pradesh,2021,3,Huawei,435214,0.020665532188237003
350,andhra-pradesh,2021,3,Lenovo,245241,0.011644928194808
351,andhra-pradesh,2021,3,Others,1286102,0.061068766809791
352,andhra-pradesh,2021,4,Xiaomi,5518238,0.24537466690980703
353,andhra-pradesh,2021,4,Vivo,4381023,0.194807121285672
354,andhra-pradesh,2021,4,Samsung,4017419,0.178639059961192
355,andhra-pradesh,2021,4,Oppo,2580845,0.11476017928564101
356,andhra-pradesh,2021,4,Realme,2528884,0.11244967490592801
357,andhra-pradesh,2021,4,Apple,544986,0.024233416213745
358,andhra-pradesh,2021,4,OnePlus,525373,0.023361302082006003
359,andhra-pradesh,2021,4,Motorola,474422,0.021095708489681002
360,andhra-pradesh,2021,4,Huawei,409934,0.018228176947968
361,andhra-pradesh,2021,4,Lenovo,224391,0.009977798507885001
362,andhra-pradesh,2021,4,Others,1283514,0.057072895410468005
363,andhra-pradesh,2022,1,Xiaomi,5743382,0.24073240824411102
364,andhra-pradesh,2022,1,Vivo,4772765,0.200049241445755
365,andhra-pradesh,2022,1,Samsung,4124296,0.172868826832614
366,andhra-pradesh,2022,1,Realme,2864092,0.120047693953265
367,andhra-pradesh,2022,1,Oppo,2780974,0.11656382394280201
368,andhra-pradesh,2022,1,Apple,594003,0.024897485957616
369,andhra-pradesh,2022,1,OnePlus,580737,0.024341444912851003
370,andhra-pradesh,2022,1,Motorola,463652,0.019433856662711
371,andhra-pradesh,2022,1,Huawei,401477,0.016827807216135002
372,andhra-pradesh,2022,1,Lenovo,222586,0.00932963606137
373,andhra-pradesh,2022,1,Others,1309987,0.054907774770767005
374,arunachal-pradesh,2018,1,Xiaomi,5212,0.242474994184694
375,arunachal-pradesh,2018,1,Samsung,4354,0.20255873458943902
376,arunachal-pradesh,2018,1,Vivo,3523,0.163898581065364
377,arunachal-pradesh,2018,1,Oppo,2608,0.12133054198650801
378,arunachal-pradesh,2018,1,Realme,1297,0.060339613863689
379,arunachal-pradesh,2018,1,Apple,628,0.029216096766689
380,arunachal-pradesh,2018,1,Gionee,563,0.026192137706443002
381,arunachal-pradesh,2018,1,Lenovo,420,0.0195394277739
382,arunachal-pradesh,2018,1,OnePlus,403,0.018748546173528002
383,arunachal-pradesh,2018,1,Motorola,343,0.015957199348685003
384,arunachal-pradesh,2018,1,Others,2144,0.09974412654105601
385,arunachal-pradesh,2018,2,Xiaomi,8058,0.245050634066234
386,arunachal-pradesh,2018,2,Samsung,6633,0.20171517197336
387,arunachal-pradesh,2018,2,Vivo,5591,0.17002706565702602
388,arunachal-pradesh,2018,2,Oppo,4204,0.127847215886628
389,arunachal-pradesh,2018,2,Realme,1943,0.059088282699267004
390,arunachal-pradesh,2018,2,Apple,869,0.026427029164005002
391,arunachal-pradesh,2018,2,Gionee,730,0.022199920931788002
392,arunachal-pradesh,2018,2,Lenovo,581,0.017668704193656
393,arunachal-pradesh,2018,2,OnePlus,554,0.016847611227686
394,arunachal-pradesh,2018,2,Motorola,514,0.015631177204026
395,arunachal-pradesh,2018,2,Others,3206,0.09749718699632001
396,arunachal-pradesh,2018,3,Xiaomi,11250,0.244980619311005
397,arunachal-pradesh,2018,3,Samsung,9307,0.20266974434911303
398,arunachal-pradesh,2018,3,Vivo,8226,0.179129828840207
